접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,건물명,계약일,물건금액(만원),건물면적(㎡),토지면적(㎡),층,권리구분,취소일,건축년도,건물용도,신고구분,신고한 개업공인중개사 시군구명
2024,11740,강동구,10100,명일동,1,대지,359,0,래미안솔베뉴,20241026,137000,59.11,0,14,,,2019,아파트,중개거래,서울 강동구
2024,11170,용산구,12400,한강로1가,1,대지,50,1,용산파크자이,20241026,36000,32.1,43.87,25,,,2005,오피스텔,중개거래,서울 용산구
2024,11740,강동구,10900,천호동,1,대지,451,20,오피스텔 트레벨,20241026,28000,47,64.06,5,,,2003,오피스텔,중개거래,서울 강동구
2024,11560,영등포구,10100,영등포동,1,대지,647,0,영등포푸르지오,20241026,109000,79.777,0,9,,,2002,아파트,중개거래,서울 영등포구
2024,11560,영등포구,10200,영등포동1가,1,대지,92,3,여의도이튼브라운,20241026,41800,31.19,0,12,,,2022,아파트,중개거래,서울 영등포구
2024,11380,은평구,10500,구산동,1,대지,382,0,갈현현대,20241026,41000,59.94,0,4,,,1998,아파트,중개거래,서울 은평구
2024,11650,서초구,10800,서초동,1,대지,1308,25,강남오피스텔,20241026,20000,35.72,48.96,8,,,2000,오피스텔,중개거래,서울 서초구
2024,11740,강동구,10900,천호동,1,대지,432,10,쌍용플래티넘리버,20241026,20500,34.2,46.65,3,,,2004,오피스텔,중개거래,서울 강동구
2024,11260,중랑구,10600,신내동,1,대지,657,0,신내9진흥,20241026,44500,49.93,0,4,,,1996,아파트,중개거래,서울 중랑구
2024,11350,노원구,10500,상계동,1,대지,1312,0,수락리버시티3단지,20241026,63000,84.69,0,2,,,2009,아파트,중개거래,서울 노원구
2024,11500,강서구,10200,등촌동,1,대지,681,3,효성인텔리안,20241026,33000,64.75,83.75,5,,,2005,오피스텔,중개거래,서울 강서구
2024,11500,강서구,10900,방화동,1,대지,612,142,미래,20241026,30000,73.92,37,3,,,2003,연립다세대,중개거래,서울 강서구
2024,11290,성북구,10100,성북동,1,대지,177,1,(177-1),20241026,46000,29.58,23,2,,,2021,연립다세대,중개거래,서울 성북구
2024,11380,은평구,10800,역촌동,1,대지,189,1,센트레빌 아스테리움 시그니처,20241026,80005,70.662,0,10,분양권,,0,아파트,중개거래,서울 은평구
2024,11380,은평구,11400,진관동,1,대지,102,0,박석고개1단지힐스테이트(116~131동)BL2-1,20241026,79000,59.85,0,2,,,2009,아파트,중개거래,서울 은평구
2024,11740,강동구,10700,암사동,1,대지,509,0,선사현대아파트,20241026,139000,82.94,0,11,,,2000,아파트,중개거래,서울 강동구
2024,11500,강서구,10900,방화동,1,대지,814,0,방화5,20241026,38000,33.18,0,11,,,1994,아파트,중개거래,서울 강서구
2024,11380,은평구,10700,응암동,1,대지,766,0,백련산파크자이,20241026,81500,59.905,0,6,,,2021,아파트,중개거래,서울 은평구
2024,11440,마포구,11700,신정동,1,대지,30,0,서강GS,20241026,108000,59.98,0,19,,,1999,아파트,중개거래,서울 마포구
2024,11590,동작구,10200,상도동,1,대지,214,20,삼성홈타운A동,20241025,29500,49.83,22,4,,,2002,연립다세대,중개거래,서울 동작구
2024,11380,은평구,10500,구산동,1,대지,3,37,현우하이빌(3-37),20241025,20000,57.16,24,5,,,2004,연립다세대,중개거래,서울 서대문구
2024,11500,강서구,10300,화곡동,1,대지,332,42,에스엠파크빌(332-42),20241025,20600,29.66,17,7,,,2015,연립다세대,직거래,
2024,11350,노원구,10500,상계동,1,대지,1256,0,은빛2단지,20241025,53000,59.95,0,11,,,1998,아파트,중개거래,서울 노원구
2024,11620,관악구,10100,봉천동,1,대지,1717,0,관악푸르지오,20241025,80500,59.58,0,11,,,2004,아파트,중개거래,서울 관악구
2024,11305,강북구,10100,미아동,1,대지,133,14,타임아트빌,20241025,23000,22.77,15,6,,,2014,연립다세대,직거래,
2024,11380,은평구,11000,증산동,1,대지,255,0,두산위브,20241025,73000,84.421,0,3,,,2005,아파트,중개거래,서울 은평구
2024,11350,노원구,10200,월계동,1,대지,780,0,청백3,20241025,37800,49.77,0,14,,,1998,아파트,중개거래,서울 노원구
2024,11320,도봉구,10800,도봉동,1,대지,618,32,도성블루빌,20241025,22600,48.32,28,4,,,2012,연립다세대,중개거래,서울 도봉구
2024,11470,양천구,10200,목동,1,대지,713,5,상진지오벨리,20241025,56000,84.8,0,5,,,2004,아파트,중개거래,서울 양천구
2024,11530,구로구,10200,구로동,1,대지,103,11,한솔로이젠트,20241025,12700,29.4,37.43,10,,,2006,오피스텔,중개거래,서울 구로구
2024,11200,성동구,10700,행당동,1,대지,313,30,행당더힐,20241025,66000,54.88,41,5,,,2023,연립다세대,중개거래,서울 성동구
2024,11500,강서구,10900,방화동,,,,,,20241025,101500,192.57,129,,,,1996,단독다가구,중개거래,서울 강서구
2024,11530,구로구,10200,구로동,1,대지,771,42,구로궁전빌리지(771-42),20241025,23000,59.4,0,3,,,1985,아파트,직거래,
2024,11560,영등포구,10300,영등포동2가,1,대지,284,4,루브르하우스,20241025,30000,29.75,11,6,,,2018,연립다세대,중개거래,서울 영등포구
2024,11560,영등포구,10300,영등포동2가,1,대지,284,4,루브르하우스,20241025,30000,29.75,11,7,,,2018,연립다세대,중개거래,서울 영등포구
2024,11560,영등포구,13200,신길동,1,대지,150,3,쌍용프라임,20241025,48000,27.86,18,4,,,2019,연립다세대,중개거래,서울 영등포구
2024,11230,동대문구,10600,장안동,1,대지,320,16,까사벨로,20241025,37000,49.385,17,6,,,2017,연립다세대,직거래,
2024,11590,동작구,10500,흑석동,1,대지,328,0,흑석동양아파트,20241025,105000,84.991,0,2,,,2003,아파트,중개거래,서울 동작구
2024,11650,서초구,10200,양재동,1,대지,19,8,공간4차,20241025,27500,19.45,11,4,,,2017,연립다세대,중개거래,서울 서초구
2024,11440,마포구,10400,도화동,1,대지,173,0,삼창주택,20241025,13000,23.4,23.4,12,,,1987,오피스텔,중개거래,서울 마포구
2024,11230,동대문구,10600,장안동,1,대지,373,3,현대썬앤빌601,20241025,10450,21.03,30.083,14,,,2015,오피스텔,중개거래,서울 동대문구
2024,11740,강동구,10200,고덕동,1,대지,499,0,고덕 아이파크,20241025,175000,114.98,0,13,,,2011,아파트,중개거래,서울 강동구
2024,11320,도봉구,10800,도봉동,1,대지,30,1,한신,20241025,56000,84.94,0,4,,,1995,아파트,중개거래,서울 도봉구
2024,11200,성동구,11000,금호동2가,1,대지,1,0,신금호파크자이,20241025,167500,84.98,0,2,,,2016,아파트,중개거래,서울 성동구
2024,11140,중구,14300,장충동1가,1,대지,50,1,각산타운1차,20241025,53000,84.84,51,-1,,,1995,연립다세대,직거래,
2024,11290,성북구,11600,동선동1가,1,대지,121,6,코아루센타시아,20241025,31600,49.07,61.975,3,,,2010,오피스텔,중개거래,서울 성북구
2024,11500,강서구,10600,내발산동,1,대지,681,11,스페이스빌,20241025,19550,36.55,22,3,,,2011,연립다세대,중개거래,서울 강서구
2024,11290,성북구,11300,삼선동3가,1,대지,16,0,낙원트윈빌,20241025,33000,49.28,28,2,,,2014,연립다세대,중개거래,서울 성북구
2024,11440,마포구,10200,공덕동,1,대지,463,0,마포현대하이엘,20241025,22900,31.375,41.037,11,,,2005,오피스텔,중개거래,서울 마포구
2024,11380,은평구,10900,신사동,1,대지,297,0,신사씨티,20241025,38500,58.09,0,13,,,1993,아파트,중개거래,서울 은평구
2024,11620,관악구,10100,봉천동,1,대지,867,12,프라비다2,20241025,14800,15.64,0,12,,,2013,아파트,중개거래,서울 관악구
2024,11530,구로구,10200,구로동,1,대지,642,9,한신,20241025,42500,44.78,0,5,,,1988,아파트,중개거래,서울 구로구
2024,11530,구로구,11200,항동,1,대지,14,4,늘푸른주택B동(14-4),20241025,5800,21.39,12,4,,,2001,연립다세대,중개거래,서울 구로구
2024,11620,관악구,10100,봉천동,1,대지,1630,7,동원낙성대,20241025,80000,74.75,0,7,,,2004,아파트,중개거래,서울 관악구
2024,11530,구로구,10600,고척동,1,대지,165,0,다미안,20241025,26000,37.73,25,3,,,2011,연립다세대,중개거래,서울 구로구
2024,11380,은평구,10200,녹번동,1,대지,280,1,녹번JR아파트,20241025,59000,59.866,0,12,,,2002,아파트,중개거래,서울 은평구
2024,11140,중구,16500,황학동,1,대지,1257,0,한양립스 이노와이즈,20241025,23000,22.15,32.892,10,,,2021,오피스텔,중개거래,서울 중구
2024,11545,금천구,10300,시흥동,1,대지,840,58,포에버빌CD,20241025,26000,47.35,28,4,,,2014,연립다세대,중개거래,서울 금천구
2024,11530,구로구,10700,개봉동,1,대지,62,23,삼정빌라(62-23),20241025,13000,73.26,39,-1,,,1995,연립다세대,직거래,
2024,11530,구로구,10800,오류동,1,대지,46,1,이좋은집,20241025,11200,29.43,37.53,6,,,2005,오피스텔,중개거래,서울 구로구
2024,11545,금천구,10200,독산동,1,대지,197,7,"미림연립가동,나동",20241025,10000,46.79,26,1,,,1982,연립다세대,중개거래,서울 관악구
2024,11260,중랑구,10200,상봉동,1,대지,237,7,대원빌라,20241025,25800,60.03,29,3,,,1992,연립다세대,중개거래,서울 중랑구
2024,11440,마포구,12200,합정동,1,대지,390,3,대운빌라스,20241025,40000,41.44,21,3,,,2005,연립다세대,중개거래,서울 마포구
2024,11305,강북구,10100,미아동,1,대지,461,0,송천센트레빌,20241025,110000,114.475,0,7,,,2010,아파트,중개거래,"서울 강북구, 서울 성북구"
2024,11410,서대문구,11100,홍제동,1,대지,474,0,홍제역해링턴플레이스,20241025,93100,59.99,0,1,,,2024,아파트,직거래,
2024,11305,강북구,10100,미아동,1,대지,215,118,에덴빌리지,20241025,12300,59.15,26,-1,,,2000,연립다세대,중개거래,서울 강북구
2024,11500,강서구,10900,방화동,1,대지,830,2,하이포트,20241025,7500,29.8,41.987,7,,,1999,오피스텔,중개거래,서울 강서구
2024,11320,도봉구,10800,도봉동,1,대지,557,10,(557-10),20241025,6500,34.2,25,-1,,,1991,연립다세대,직거래,
2024,11380,은평구,10900,신사동,1,대지,3,26,거성빌라트(3-26),20241025,18000,47.56,19,3,,,1997,연립다세대,중개거래,서울 은평구
2024,11470,양천구,10300,신월동,1,대지,534,3,선경리치빌,20241025,26000,37.21,21,4,,,2012,연립다세대,중개거래,서울 양천구
2024,11350,노원구,10200,월계동,1,대지,781,0,청백4,20241025,37800,49.77,0,9,,,1998,아파트,중개거래,서울 노원구
2024,11440,마포구,12700,상암동,1,대지,1734,0,상암 한화 오벨리스크,20241025,10900,19.93,25.83,8,,,2013,오피스텔,중개거래,"서울 마포구, 서울 서대문구"
2024,11530,구로구,10200,구로동,1,대지,740,9,청우아트빌라3차,20241025,17500,42.3,0,4,,,1994,아파트,중개거래,서울 구로구
2024,11350,노원구,10500,상계동,1,대지,1255,0,은빛1단지,20241025,53600,59.95,0,15,,,1998,아파트,중개거래,서울 노원구
2024,11260,중랑구,10400,묵동,1,대지,396,0,이편한세상화랑대,20241025,87000,59.953,0,11,,,2017,아파트,중개거래,서울 중랑구
2024,11545,금천구,10300,시흥동,1,대지,108,62,대현오피스텔,20241025,18250,32.44,10,4,,,2015,연립다세대,중개거래,서울 금천구
2024,11410,서대문구,11100,홍제동,1,대지,460,0,인왕산현대,20241025,69500,59.93,0,16,,,2000,아파트,중개거래,서울 서대문구
2024,11140,중구,13300,충무로5가,1,대지,36,2,충무로엘크루메트로시티2,20241025,18900,23.03,31.7,6,,,2016,오피스텔,중개거래,서울 중구
2024,11380,은평구,10400,갈현동,1,대지,329,9,(329-9),20241024,11900,42.36,32,-1,,,1986,연립다세대,중개거래,서울 은평구
2024,11470,양천구,10200,목동,1,대지,547,3,목련주택,20241024,17000,41.44,30,-1,,,1986,연립다세대,중개거래,서울 양천구
2024,11380,은평구,10400,갈현동,1,대지,329,9,(329-9),20241024,11900,42.36,32,-1,,20241025,1986,연립다세대,중개거래,서울 은평구
2024,11320,도봉구,10700,창동,1,대지,808,0,동아청솔,20241024,95000,84.97,0,24,,,1997,아파트,중개거래,서울 도봉구
2024,11290,성북구,13800,장위동,,,,,,20241024,116000,294.64,148,,,,2018,단독다가구,중개거래,서울 성북구
2024,11380,은평구,10300,불광동,1,대지,635,0,북한산힐스테이트1차아파트,20241024,84300,84.369,0,6,,,2009,아파트,중개거래,서울 은평구
2024,11740,강동구,10800,성내동,,,,,,20241024,219000,299.98,132,,,,1994,단독다가구,중개거래,서울 강동구
2024,11740,강동구,10600,둔촌동,1,대지,494,4,홍익빌라,20241024,59000,61.05,34,-1,,,1991,연립다세대,중개거래,서울 강동구
2024,11380,은평구,10800,역촌동,1,대지,29,26,그린아트빌,20241024,32500,83.86,38,4,,,2008,연립다세대,중개거래,서울 은평구
2024,11350,노원구,10600,중계동,1,대지,502,1,중계그린1단지,20241024,41500,39.78,0,14,,,1990,아파트,중개거래,서울 노원구
2024,11350,노원구,10500,상계동,1,대지,639,0,보람아파트,20241024,48000,54.59,0,7,,,1988,아파트,중개거래,서울 노원구
2024,11350,노원구,10500,상계동,1,대지,1048,43,송원의집,20241024,17000,65.36,44,4,,,1997,연립다세대,직거래,
2024,11380,은평구,10700,응암동,1,대지,678,3,(678-3),20241024,6750,17.22,23.791,6,,,2003,오피스텔,중개거래,서울 은평구
2024,11500,강서구,10300,화곡동,1,대지,98,135,까치맨션,20241024,24000,56.41,35,2,,,1993,연립다세대,중개거래,서울 강서구
2024,11410,서대문구,10500,냉천동,1,대지,260,0,동부센트레빌,20241024,72000,59.86,0,14,,,2002,아파트,직거래,
2024,11530,구로구,10200,구로동,1,대지,1281,0,한일유앤아이,20241024,68000,84.962,0,17,,,2006,아파트,중개거래,서울 구로구
2024,11710,송파구,10800,문정동,1,대지,64,4,벤틀리하우스,20241024,29000,29.63,18,6,,,2017,연립다세대,중개거래,서울 송파구
2024,11530,구로구,10200,구로동,1,대지,1281,0,한일유앤아이,20241024,68000,84.962,0,17,,20241028,2006,아파트,중개거래,서울 구로구
2024,11110,종로구,18100,행촌동,1,대지,210,225,(210-225),20241024,29000,42.78,13,-1,,,1997,연립다세대,중개거래,서울 종로구
2024,11215,광진구,10300,구의동,1,대지,246,1,테라펠리스건대3차,20241024,19100,12.47,4,3,,,2021,연립다세대,직거래,
2024,11320,도봉구,10700,창동,1,대지,825,0,북한산아이파크5차,20241024,94000,84.451,0,19,,,2004,아파트,중개거래,서울 도봉구
2024,11440,마포구,12500,성산동,1,대지,131,20,유일빌리지2단지,20241024,37500,41.86,663,2,,20241025,2016,연립다세대,중개거래,서울 마포구
2024,11620,관악구,10200,신림동,1,대지,610,228,대양그린빌라,20241024,18000,35.63,19,4,,,1994,연립다세대,중개거래,서울 관악구
2024,11440,마포구,12500,성산동,1,대지,131,20,유일빌리지2단지,20241024,37500,41.86,28,2,,,2016,연립다세대,중개거래,서울 마포구
2024,11410,서대문구,11800,홍은동,1,대지,277,87,(277-87),20241024,33500,57.12,33,1,,,1993,연립다세대,직거래,
2024,11230,동대문구,10200,용두동,1,대지,104,3,동대문 푸르지오시티,20241024,18500,23.47,31.87,20,,,null,오피스텔,직거래,
2024,11140,중구,16200,신당동,1,대지,468,0,왕십리 큐브스테이트,20241024,46324,36.98,54.05,5,,,2023,오피스텔,직거래,
2024,11140,중구,16200,신당동,1,대지,468,0,왕십리 큐브스테이트,20241024,46495,36.98,54.05,6,,,2023,오피스텔,직거래,
2024,11545,금천구,10200,독산동,1,대지,899,13,대성아트빌(899-13),20241024,21000,29.87,17,4,,,2016,연립다세대,중개거래,"서울 관악구, 서울 금천구"
2024,11350,노원구,10200,월계동,1,대지,929,0,현대,20241024,85000,114.99,0,12,,,2000,아파트,중개거래,서울 노원구
2024,11470,양천구,10300,신월동,1,대지,523,26,효성쉐르빌,20241024,16700,27.88,15,5,,,2017,연립다세대,중개거래,서울 양천구
2024,11290,성북구,13500,종암동,1,대지,125,105,세복맨션,20241024,33000,75.31,46,2,,,2002,연립다세대,중개거래,서울 성북구
2024,11140,중구,16200,신당동,1,대지,468,0,왕십리 큐브스테이트,20241024,44788,35.83,52.75,6,,,2023,오피스텔,직거래,
2024,11140,중구,16200,신당동,1,대지,468,0,왕십리 큐브스테이트,20241024,45767,35.83,52.75,11,,,2023,오피스텔,직거래,
2024,11530,구로구,10200,구로동,1,대지,651,2,퀸즈파크 구일,20241024,13500,17.363,23.5374,11,,,2019,오피스텔,중개거래,서울 구로구
2024,11140,중구,16200,신당동,1,대지,468,0,왕십리 큐브스테이트,20241024,45767,35.83,52.75,11,,,2023,오피스텔,직거래,
2024,11140,중구,16200,신당동,1,대지,468,0,왕십리 큐브스테이트,20241024,45767,35.83,52.75,11,,,2023,오피스텔,직거래,
2024,11290,성북구,13900,석관동,1,대지,405,0,코오롱,20241024,59500,59.94,0,3,,,1999,아파트,중개거래,"서울 동대문구, 서울 성북구"
